Titolo;URL;Timestamp;User;(Testo Citato);TESTO;Costruttore;Modello;Sentiment;Brand;Interni;Esterni;Meccanica;Prestazioni;Consumi/Autonomia;Motore;Elettrico;Fuoristrada;Elettronica di Bordo;Manutenzione;Assistenza/Concessionari
Chi sono? Mi presento;https://forum.quattroruote.it/threads/chi-sono-mi-presento.13/page-66;05/07/2012 00:00;ivanpg;;Un benvenuto a tutti i nuovi :thumbup: Ho aggiornato la raccolta delle presentazioni era un po che non lo facevo ;;;neutro;;;;;;;;;;;;
Consumi Toyota Yaris Hybrid;https://forum.quattroruote.it/threads/consumi-toyota-yaris-hybrid.88509/page-7;26/11/2017 00:00;XPrience74;"""Confermo. La sensazione è di avere una piacevole spinta fino a 60km/ fino a 80 è ancora un bell'andar poi oltre i 90 mi pare invece nella media delle utilitarie. Non a cas 4R misura uno 0-60 molto rapido mentre lo 0-100 è solo discreto.""";Sempre considerando che l auto è ancora nuovissima e che pertanto col tempo certamente migliorerà ( prestazioni/consumi ) ... Si dice che anche alla soglia dei 100k ( centomila ) km l hsd continui a migliorare... quindi pazienza ! ;Toyota;Yaris;neutro;;;;;neutro;neutro;neutro;;;;;
Lancia Delta - Instant Nav;https://forum.quattroruote.it/threads/lancia-delta-instant-nav.21762/page-2;08/07/2010 00:00;sylvietto;;...e io con quella faccetta verde sorridente sembravo serio ? ;;;neutro;;;;;;;;;;;;
Suzuki jimny 2018;https://forum.quattroruote.it/threads/suzuki-jimny-2018.112081/page-5;31/05/2018 00:00;xdelta15;'Non è importante dove siano costruit ma come sia gestito lo stabilimento.';Forse si il marchio dovrebbe garantire la stessa qualità nei vari stabilimenti sparsi per il mondo. Spesso però questo non accade e non è accaduto. L'auto non è lo stessa sempre ammesso che macchinari e operai eseguano gli stessi processi produttivi materiali e fornitori di componenti sono locali ( o cinesi ) . Non avrebbe senso per i costi far arrivare tutta la roba da assemblare dal giappone. Poi magari son fatte bene ugualmente e non danno problemi. Io nel dubbio preferisco prima di comprare verificare da dove viene. ;Suzuki;Jimny;negativo;negativo;;;;;;;;;;;
Porsche GT2 brochure;https://www.bmwpassion.com/forum/threads/porsche-gt2-brochure.45234/page-2;17/08/2005 00:00;piccinino;;Bellissima ma secondo me x via del peso la Ferrari F430 Challenge o come si chiamerà le starà avanti ! ;Porsche;GT2;negativo;;;;;negativo;;;;;;;
Vista e provata alfa 159;https://www.bmwpassion.com/forum/threads/vista-e-provata-alfa-159.15376/page-23;27/07/2004 00:00;Gianni-320d;;mah questa sarebbe la qualità = se non superiore alle tedesche ? ? ? guardate la luce sotto gli sportelli... ;Alfa Romeo;159;negativo;negativo;negativo;negativo;;;;;;;neutro;;
Ho visto una Civic X....;https://forum.quattroruote.it/threads/ho-visto-una-civic-x.110431/page-3;30/05/2017 00:00;A-80;;Che novità vedere una golf ah ah ah ;Volkswagen;Golf;negativo;;;;;;;;;;;;
Impressioni 159 di un vecchio lupo;https://www.autopareri.com/forums/topic/11516-impressioni-159-di-un-vecchio-lupo?&page=6#comments;18/02/2005 10:14;sarge;;"dunque....se ci mette tanto a salire di giri....le ipotesi sono:aspirazione o manovellismo o elettronica schifosa.....perche' insomma se il motore e' in folle....la stima verso samuele e' incondizionata e ne sa sicuramente piu' lui di tutti noi messi insieme...quello che mi lascia incredulo e' che se siamo ormai prossimi al debutto una cosa cosi' e' gravissima..perche' se questo e' il v6 figuriamoci i 4 allora...e nn si puo' vivere di solo diesel....ribadisco se e' rimasto solo il basamento com'e' possibile che sia stato fatto cosi alla carlona lo sviluppo ? cmq e' un'occasione mancata.....per cio' che riguarda la linea beh nn mi preoccupo molto....e' vero sa di gia' visto ma avete confrontato con la nuova serie 3 ? io ne ho vista una coi 16""...inguardabile e goffa ";Alfa Romeo;159;negativo;negativo;;positivo;;;;negativo;;;;;
L'accordo Alfa - Nissan del 1980;https://www.autopareri.com/forums/topic/12050-laccordo-alfa-nissan-del-1980?&page=5#comments;21/03/2005 13:02;picpus;;Ma perchè la Uno Turbo i.e. ? Era un'istituzione... ;Fiat;Uno;positivo;molto positivo;;;;;;;;;;;
Alfa Romeo MiTo 2016;https://www.autopareri.com/forums/topic/60644-alfa-romeo-mito-2016?&page=14#comments;10/03/2016 14:10;TurboGimmo;;Quoto. I mancati restyling e le forme superdeformed hanno fatto si che non invecchiasse mai. Era a se' 8 anni fa e rappresenta un unicum tutt'ora. Anzi ora di più considerando quanti si e' imbruttita Mini. ;Alfa Romeo;Mito;positivo;positivo;;positivo;;;;;;;;;
Fiat Nuova 500 e 500C 2015;https://www.autopareri.com/forums/topic/63334-fiat-nuova-500-e-500c-2015?&page=32#comments;29/06/2017 20:04;alfagtv;;Penso parli di golf e a3 che non sono di certo low cost ;Volkswagen;;neutro;neutro;;;;;;;;;;;
"Entrato nel mondo Audi con ""fregatura"" esemplare";https://forum.quattroruote.it/threads/entrato-nel-mondo-audi-con-fregatura-esemplare.106047/;12/09/2016 00:00;NEWsuper5;"""Ma infatt mi pento e mi dolgo...sono stato superficiale e avevo fretta di prendere l'auto... Il primo viaggi la scorsa settimana l'ho fatto con la vecchia auto per paura di rimanere a piedi con questa Audi... Convinto che la gente avesse paura di taroccare i chilometri... Però la gente rimane sbigottita quando dico che l'Audi non reagisce ma è omertosa. Letterina inviata proprio questa mattina""";Ma la macchina ha problemi ? ;Audi;;neutro;neutro;;;;;;;;;;;
Jeep Renegade 2014;https://www.autopareri.com/forums/topic/56342-jeep-renegade-2014?&page=145#comments;30/08/2014 08:50;AleMcGir;;@ Touareg 2.5 2.0 MultiJet II Aut. 4WD ( 170Cv ) : Trailhawk : 32.800€ ;Jeep;;neutro;;;;;;;neutro;;;;;
Dati fasulli/sbagliati CO2 libretto;https://forum.quattroruote.it/threads/dati-fasulli-sbagliati-co2-libretto.121828/;23/03/2019 00:00;Utente_1022990485;;si lo so infatti l'ecotassa non l'ho pagata ! Però se fra un paio di anni decidono di mettere un'altra tassa in base all'inquinamento sono fregato e non è giusto ! Inoltre non è corretto che mi dicano che ha dei valori e poi quando viene immatricolata ne ha altri ! ! ;;;negativo;negativo;;;;;;;;;;;
MEGANE IV BOSE 1.5 DCI 110 CV;https://forum.quattroruote.it/threads/megane-iv-bose-1-5-dci-110-cv.106207/;21/09/2016 00:00;ANDRY30;;se non sono indiscreto cosa ti costera' ? ;Renault;Megane;neutro;;;;;;;;;;;;
"Rumorino ""strano""";https://forum.quattroruote.it/threads/rumorino-strano.113096/;01/11/2017 00:00;Athmoor;;"Salve ho da poche settimane acquistato una dacia sandero stapway brave diesel 1.5 90cv. Ho notato soprattutto sui 90km/h che si sente un rumorino tipo: ""niiiii"" e/o ""gniiiiii"". Non comprendo cosa sia o se è normale. Non è molto forte ma si sente questo rumorino acuto. Avete anche voi questo rumorino ? ";Dacia;Sandero;negativo;;;;negativo;;;;;;;negativo;
Ct200h a quando la nuova?;https://forum.quattroruote.it/threads/ct200h-a-quando-la-nuova.108866/page-3;19/04/2018 00:00;lucagt1974;;Chiedo venia Xperience è esattamente come dici tu ;Lexus;Ct;neutro;;;;;;;;;;;;
Guasto Citroen C-crosser 2.2 diesel;https://forum.quattroruote.it/threads/guasto-citroen-c-crosser-2-2-diesel.97413/;11/07/2015 00:00;maxressora;;poi tutto sommato il rimborso del 75% del danno su un'auto di 4 anni fuori garanzia sia per il nuovo che per l'usato non è malissimo. Certo il danno è bello grosso. ;Citroen;;neutro;;;;;;;;;;;negativo;positivo
Civic 1.6 i-dtec consumi e considerazioni varie;https://forum.quattroruote.it/threads/civic-1-6-i-dtec-consumi-e-considerazioni-varie.102848/page-10;12/05/2016 00:00;elancia;'Po quando ne ho vogli faccio tabula rasa... ma consumo sempre sui 5.1-5.2...';Scusa... in che senso ? :shock: Guidi normalmente oppure liberi tutta la potenza in una brillante guida sportiva ? ;Honda;Civic;neutro;;;;;;neutro;;;;;;
RAV4 2.0 2wd 124CV del 2015 consumi elevati;https://forum.quattroruote.it/threads/rav4-2-0-2wd-124cv-del-2015-consumi-elevati.119125/;30/10/2018 00:00;Ax-80;;Non mi risultava un consumo alto. O meglio rapportato al fatto che è un suv a muso alto ;Toyota;Rav4;positivo;;;neutro;;;positivo;;;;;;
Dakar 2018;https://forum.quattroruote.it/threads/dakar-2018.114128/page-2;08/01/2018 00:00;mani in alto;;Finora si é vista una lotta a due tra peugeut e toyota che si sono alternati delle ottime prestazioni. Per il momento vedo in leggero vantaggio la toyota ma le peugeut non sono carriole guidate da sprovveduti e in gare così dure basta una rottura grave per perdere delle ore. ;Toyota;;positivo;positivo;;;;;;;;;;;
Chi sono? Mi presento;https://forum.quattroruote.it/threads/chi-sono-mi-presento.13/page-19;04/01/2010 00:00;miranda453;'Cia mi chiamo Anaclet ho una Fabia 1.4 Sport GPLine del 2010 e una Golf V 2.0 TDI Sportlin sposat no figl 1 schnauzer nan classe 197 libero professionist vivo in provincia di Parma. ';Piacere di averti tra noi. ;;;neutro;;;;;;;;;;;;
"Sovralimentazione: ""Turbocompressori"" / ""Turbocompound"" / ""Volumetrici"" / ""E-Turbo""";https://www.autopareri.com/forums/topic/22498-sovralimentazione-turbocompressori-turbocompound-volumetrici-e-turbo?&page=5#comments;10/11/2007 13:03;J-Gian;;Tutto corretto Comunque non so bene quale possa essere la resa di tale compressore poiché il regime di rotazione mi sa rimarrebbe molto lontano da quello di un turbocompressore tradizionale... Boh ;;;neutro;;;;neutro;;;;;;;;
Listino Ufficiale Prezzi Evoque: posizionamento sbagliato?;https://forum.quattroruote.it/threads/listino-ufficiale-prezzi-evoque-posizionamento-sbagliato.51281/;30/05/2011 00:00;carloemilio66;"""Che per quei soldi faccio un sacrificio e mi prendo il Range Sport! E' grande il triplo e su strada ha un suo perché. Secondo me stanno sparando troppo alto in general una GLK a 50.000 siamo davvero all'assurdo""";Oppure le hanno vendute a scatola chiusa ( Evoque ) ma non penso..... ;Land Rover;Evoque;negativo;negativo;;;;;;;;;;;
Museo Alfa Romeo: finalmente il TAR ha respinto il vergognoso ricorso contro il vincolo.;https://forum.quattroruote.it/threads/museo-alfa-romeo-finalmente-il-tar-ha-respinto-il-vergognoso-ricorso-contro-il-vincolo.49441/page-117;28/02/2012 00:00;Corazon Habanero;"Gt_junior ha scritto: fpaol68 ha scritto: fpaol68 ha scritto: MOD: Riporto i messagi di killernoise e gtjunior sul museo di arese postati in un topic doppio. Offline Leggo oggi quanto raccontato dal Comitato di difesa di Arese che comunicano che il piano di riqualificazione non prevede la presenza del Museo di Arese. Ecco perché il museo e' stato chiuso e lo rimarrà fino a demolizione. Il vincolo sarà raggirato o probabilmente eliminato dopo la demolizione. Così e' l'Itali servente al servizio del malaffare. Ho come la sensazione che in tutta la questione Arese e Alfa Romeo ci possa essere in forme occulte e legalizzat la regia del malaffare. E' una sensazion speriamo non sia vero.... Le ultime notizie che ho circa il piano di riqualificazione dell'area sono che è tutto congelato e rimandato a settembr e sembra che venisse previsto il mantenimento di una parte dell'area a carattere industriale. Quello che è cert è che se viene mantenuto il vincol il museo non può essere toccato.... Potresti cortesemente linkare la fonte di questa tua info? sarebbe diversa dalla mia info di cui posterò il lin ma tra le news alfa Romeo le trovi in rete.... http://m.ilgiorno.it/rho/cronaca/2012/02/25/673019-recupero_dell_alfa.shtml Questa e' una font la tua?... Sta messa maluccio Arese e pure il muse almeno così mi pare di capire. "" Gt_junior ha scritto: fpaol68 ha scritto: fpaol68 ha scritto: MOD: Riporto i messagi di killernoise e gtjunior sul museo di arese postati in un topic doppio. Offline Leggo oggi quanto raccontato dal Comitato di difesa di Arese che comunicano che il piano di riqualificazione non prevede la presenza del Museo di Arese. Ecco perché il museo e' stato chiuso e lo rimarrà fino a demolizione. Il vincolo sarà raggirato o probabilmente eliminato dopo la demolizione. Così e' l'Itali servente al servizio del malaffare. Ho come la sensazione che in tutta la questione Arese e Alfa Romeo ci possa essere in forme occulte e legalizzat la regia del malaffare. E' una sensazion speriamo non sia vero.... Le ultime notizie che ho circa il piano di riqualificazione dell'area sono che è tutto congelato e rimandato a settembr e sembra che venisse previsto il mantenimento di una parte dell'area a carattere industriale. Quello che è cert è che se viene mantenuto il vincol il museo non può essere toccato.... Potresti cortesemente linkare la fonte di questa tua info? sarebbe diversa dalla mia info di cui posterò il lin ma tra le news alfa Romeo le trovi in rete.... http://m.ilgiorno.it/rho/cronaca/2012/02/25/673019-recupero_dell_alfa.shtml Questa e' una font la tua? "" fpaol68 ha scritto: fpaol68 ha scritto: MOD: Riporto i messagi di killernoise e gtjunior sul museo di arese postati in un topic doppio. Offline Leggo oggi quanto raccontato dal Comitato di difesa di Arese che comunicano che il piano di riqualificazione non prevede la presenza del Museo di Arese. Ecco perché il museo e' stato chiuso e lo rimarrà fino a demolizione. Il vincolo sarà raggirato o probabilmente eliminato dopo la demolizione. Così e' l'Itali servente al servizio del malaffare. Ho come la sensazione che in tutta la questione Arese e Alfa Romeo ci possa essere in forme occulte e legalizzat la regia del malaffare. E' una sensazion speriamo non sia vero.... Le ultime notizie che ho circa il piano di riqualificazione dell'area sono che è tutto congelato e rimandato a settembr e sembra che venisse previsto il mantenimento di una parte dell'area a carattere industriale. Quello che è cert è che se viene mantenuto il vincol il museo non può essere toccato.... Potresti cortesemente linkare la fonte di questa tua info? sarebbe diversa dalla mia info di cui posterò il lin ma tra le news alfa Romeo le trovi in rete. "" fpaol68 ha scritto: MOD: Riporto i messagi di killernoise e gtjunior sul museo di arese postati in un topic doppio. Offline Leggo oggi quanto raccontato dal Comitato di difesa di Arese che comunicano che il piano di riqualificazione non prevede la presenza del Museo di Arese. Ecco perché il museo e' stato chiuso e lo rimarrà fino a demolizione. Il vincolo sarà raggirato o probabilmente eliminato dopo la demolizione. Così e' l'Itali servente al servizio del malaffare. Ho come la sensazione che in tutta la questione Arese e Alfa Romeo ci possa essere in forme occulte e legalizzat la regia del malaffare. E' una sensazion speriamo non sia vero.... Le ultime notizie che ho circa il piano di riqualificazione dell'area sono che è tutto congelato e rimandato a settembr e sembra che venisse previsto il mantenimento di una parte dell'area a carattere industriale. Quello che è cert è che se viene mantenuto il vincol il museo non può essere toccato. ""MOD: Riporto i messagi di killernoise e gtjunior sul museo di arese postati in un topic doppio. Offline Leggo oggi quanto raccontato dal Comitato di difesa di Arese che comunicano che il piano di riqualificazione non prevede la presenza del Museo di Arese. Ecco perché il museo e' stato chiuso e lo rimarrà fino a demolizione. Il vincolo sarà raggirato o probabilmente eliminato dopo la demolizione. Così e' l'Itali servente al servizio del malaffare. Ho come la sensazione che in tutta la questione Arese e Alfa Romeo ci possa essere in forme occulte e legalizzat la regia del malaffare. E' una sensazion speriamo non sia vero.""";Certo che sta messo maluccio. I lavori di manutenzione che secondo Fiat sono la causa della chiusura non sono mai stati avviati..... Mi sembra un comportamento inqualificabile. ;Alfa Romeo;;negativo;molto negativo;;;;;;;;;;;
"Cerchi ""Carrera"" su boxster";http://www.porschemania.it/discus/messages/502415/440244.html?1238084887;26/03/2009 17:28;fedenet2k;;Sai perch\xe8 Christian ? ! perch\xe8 per pigrizia si limitano a stuccare. Io avevo gi\xe0 pensato di farlo fare un giorno al mio carrozziere dicendogli di inserire un dischetto in plastica fatto con fustella e poi incollato stuccato e verniciato.;Porsche;Boxter;neutro;;;;;;;;;;;neutro;
